Player,Team,FantPos,Age,G,Cmp,PassAtt,PassYds,PassTD,Int,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,PPR,PosRank,OvRank,Year,adp,draft_pick,draft_year,Experience,Rookie,Soph,Third
DionLewis,Patriots,RB,26,7,0.0,0.0,0.0,0.0,0.0,9.14,40.43,0.0,3.43,2.43,13.43,0.0,7.81,73,,2016,130.2,149,2011,5,0,0,0
AlfredMorris,Cowboys,RB,28,14,0.0,0.0,0.0,0.0,0.0,4.93,17.36,0.14,0.43,0.21,0.79,0.0,2.89,75,,2016,130.2,173,2012,4,0,0,0
EricDecker,Jets,WR,29,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,64.67,0.67,13.47,112,,2016,44.9,87,2010,6,0,0,0
ShaneVereen,Giants,RB,27,5,0.0,0.0,0.0,0.0,0.0,6.6,31.6,0.2,3.8,2.2,18.8,0.0,7.64,83,,2016,149.9,56,2011,5,0,0,0
AmeerAbdullah,Lions,RB,23,2,0.0,0.0,0.0,0.0,0.0,9.0,50.5,0.0,2.5,2.5,28.5,0.5,13.4,90,,2016,82.1,54,2015,1,0,1,0
KevinWhite,Bears,WR,24,4,0.0,0.0,0.0,0.0,0.0,0.25,2.25,0.0,9.0,4.75,46.75,0.0,9.65,133,,2016,97.7,7,2015,1,0,1,0
VincentJackson,Buccaneers,WR,33,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,3.0,34.6,0.0,6.46,135,,2016,119.9,61,2005,11,0,0,0
ChrisJohnson,Cardinals,RB,31,4,0.0,0.0,0.0,0.0,0.0,6.25,23.75,0.25,0.25,0.0,0.0,0.0,3.88,101,,2016,159.4,245,2003,13,0,0,0
ChrisJohnson,Cardinals,RB,31,4,0.0,0.0,0.0,0.0,0.0,6.25,23.75,0.25,0.25,0.0,0.0,0.0,3.88,101,,2016,159.4,24,2008,8,0,0,0
MarkusWheaton,Steelers,WR,25,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.33,17.0,0.33,5.7,143,,2016,122.3,79,2013,3,0,0,0
JamaalCharles,Chiefs,RB,30,3,0.0,0.0,0.0,0.0,0.0,4.0,13.33,0.33,1.0,0.67,4.67,0.0,4.47,111,,2016,19.4,73,2008,8,0,0,0
KeenanAllen,Chargers,WR,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,63.0,0.0,12.3,169,,2016,13.8,76,2013,3,0,0,0
AdrianPeterson,Vikings,RB,31,3,0.0,0.0,0.0,0.0,0.0,12.33,24.0,0.0,2.0,1.0,2.67,0.0,3.0,126,,2016,10.7,199,2002,14,0,0,0
AdrianPeterson,Vikings,RB,31,3,0.0,0.0,0.0,0.0,0.0,12.33,24.0,0.0,2.0,1.0,2.67,0.0,3.0,126,,2016,10.7,7,2007,9,0,0,0
ToddGurley,Rams,RB,23,15,0.0,0.0,0.0,0.0,0.0,18.6,87.0,0.87,5.8,4.27,52.53,0.4,25.55,1,1.0,2017,19.4,10,2015,2,0,0,1
KareemHunt,Chiefs,RB,22,16,0.0,0.0,0.0,0.0,0.0,17.0,82.94,0.5,3.94,3.31,28.44,0.19,18.45,3,3.0,2017,18.7,86,2017,0,1,0,0
AlvinKamara,Saints,RB,22,16,0.0,0.0,0.0,0.0,0.0,7.5,45.5,0.5,6.25,5.06,51.62,0.31,20.02,4,4.0,2017,140.0,67,2017,0,1,0,0
MelvinGordon,Chargers,RB,24,16,0.0,0.0,0.0,0.0,0.0,17.75,69.06,0.5,5.19,3.62,29.75,0.25,18.01,5,5.0,2017,10.1,15,2015,2,0,0,1
DeAndreHopkins,Texans,WR,25,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,6.4,91.87,0.87,20.65,1,6.0,2017,31.7,27,2013,4,0,0,0
AntonioBrown,Steelers,WR,29,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.64,7.21,109.5,0.64,22.16,2,7.0,2017,3.7,195,2010,7,0,0,0
MarkIngram,Saints,RB,28,16,0.0,0.0,0.0,0.0,0.0,14.38,70.25,0.75,4.44,3.62,26.0,0.0,17.38,6,8.0,2017,57.6,28,2011,6,0,0,0
RussellWilson,Seahawks,QB,29,16,21.19,34.56,248.94,2.12,0.69,5.94,36.62,0.19,0.0,0.0,0.0,0.0,21.74,1,9.0,2017,64.3,75,2012,5,0,0,0
LeSeanMcCoy,Bills,RB,29,16,0.0,0.0,0.0,0.0,0.0,17.94,71.12,0.38,4.81,3.69,28.0,0.12,16.48,7,10.0,2017,7.8,53,2009,8,0,0,0
RobGronkowski,Patriots,TE,28,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,4.93,77.43,0.57,16.24,1,11.0,2017,18.1,42,2010,7,0,0,0
KeenanAllen,Chargers,WR,25,16,0.0,0.0,0.0,0.0,0.0,0.12,0.56,0.0,9.94,6.38,87.06,0.38,17.76,3,12.0,2017,25.8,76,2013,4,0,0,0
TravisKelce,Chiefs,TE,28,15,0.0,0.07,0.0,0.0,0.07,0.13,0.47,0.0,8.13,5.53,69.2,0.53,15.57,2,13.0,2017,38.9,63,2013,4,0,0,0
LeonardFournette,Jaguars,RB,22,13,0.0,0.0,0.0,0.0,0.0,20.62,80.0,0.69,3.69,2.77,23.23,0.08,17.71,8,14.0,2017,27.0,4,2017,0,1,0,0
TyreekHill,Chiefs,WR,23,15,0.0,0.07,0.0,0.0,0.07,1.13,3.93,0.0,7.0,5.0,78.87,0.47,16.35,4,15.0,2017,45.5,165,2016,1,0,1,0
MarvinJones,Lions,WR,27,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69,3.81,68.81,0.56,14.07,5,16.0,2017,106.3,166,2012,5,0,0,0
JulioJones,Falcons,WR,28,16,0.0,0.0,0.0,0.0,0.0,0.06,0.94,0.0,9.25,5.5,90.25,0.19,15.74,6,17.0,2017,5.7,6,2011,6,0,0,0
EzekielElliott,Cowboys,RB,22,10,0.0,0.0,0.0,0.0,0.0,24.2,98.3,0.7,3.8,2.6,26.9,0.2,20.32,9,18.0,2017,6.2,4,2016,1,0,1,0
JordanHoward,Bears,RB,23,16,0.0,0.0,0.0,0.0,0.0,17.25,70.12,0.56,2.0,1.44,7.81,0.0,12.48,10,19.0,2017,16.8,150,2016,1,0,1,0
CarlosHyde,49ers,RB,27,16,0.0,0.0,0.0,0.0,0.0,15.0,58.62,0.5,5.5,3.69,21.88,0.0,14.61,11,20.0,2017,35.2,57,2014,3,0,0,0
ZachErtz,Eagles,TE,27,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.86,5.29,58.86,0.57,14.46,3,21.0,2017,72.8,35,2013,4,0,0,0
BrandinCooks,Patriots,WR,24,16,0.0,0.0,0.0,0.0,0.0,0.56,2.5,0.0,7.12,4.06,67.62,0.44,13.82,7,22.0,2017,17.1,20,2014,3,0,0,0
CamNewton,Panthers,QB,28,16,18.19,30.75,206.38,1.38,1.0,8.69,47.12,0.38,0.0,0.0,0.0,0.0,18.72,2,23.0,2017,89.9,1,2011,6,0,0,0
DionLewis,Patriots,RB,27,16,0.0,0.0,0.0,0.0,0.0,11.25,56.0,0.38,2.19,2.0,13.38,0.19,12.69,12,24.0,2017,155.9,149,2011,6,0,0,0
MichaelThomas,Saints,WR,24,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.31,6.5,77.81,0.31,16.16,8,25.0,2017,13.3,47,2016,1,0,1,0
LarryFitzgerald,Cardinals,WR,34,16,0.06,0.06,1.31,0.0,0.0,0.0,0.0,0.0,10.06,6.81,72.25,0.38,16.34,9,26.0,2017,48.4,3,2004,13,0,0,0
TomBrady,Patriots,QB,40,16,24.06,36.31,286.06,2.0,0.5,1.56,1.75,0.0,0.0,0.0,0.0,0.0,18.49,3,28.0,2017,29.6,199,2000,17,0,0,0
DavanteAdams,Packers,WR,25,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36,5.29,63.21,0.71,15.89,12,31.0,2017,44.9,53,2014,3,0,0,0
DevontaFreeman,Falcons,RB,25,14,0.0,0.0,0.0,0.0,0.0,14.0,61.79,0.5,3.36,2.57,22.64,0.07,14.3,13,33.0,2017,7.0,103,2014,3,0,0,0
JarvisLandry,Dolphins,WR,25,16,0.0,0.06,0.0,0.0,0.0,0.06,-0.44,0.0,10.06,7.0,61.69,0.56,16.25,14,34.0,2017,64.0,63,2014,3,0,0,0
JimmyGraham,Seahawks,TE,31,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.56,32.5,0.62,10.69,4,35.0,2017,57.6,95,2010,7,0,0,0
LamarMiller,Texans,RB,26,16,0.0,0.0,0.0,0.0,0.0,14.88,55.5,0.19,2.81,2.25,20.44,0.19,12.09,14,36.0,2017,35.2,97,2012,5,0,0,0
AlshonJeffery,Eagles,WR,27,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,3.56,49.31,0.56,12.24,16,38.0,2017,39.1,45,2012,5,0,0,0
CarsonWentz,Eagles,QB,25,13,20.38,33.85,253.54,2.54,0.54,4.92,23.0,0.0,0.0,0.0,0.0,0.0,21.67,5,40.0,2017,132.3,2,2016,1,0,1,0
StefonDiggs,Vikings,WR,24,14,0.0,0.0,0.0,0.0,0.0,0.57,0.93,0.0,6.79,4.57,60.64,0.57,14.16,18,42.0,2017,54.8,146,2015,2,0,0,1
KirkCousins,WFT,QB,29,16,21.69,33.75,255.81,1.69,0.81,3.06,11.19,0.25,0.0,0.0,0.0,0.0,17.35,6,43.0,2017,86.3,102,2012,5,0,0,0
GoldenTate,Lions,WR,29,16,0.0,0.0,0.0,0.0,0.0,0.31,1.38,0.0,7.5,5.75,62.69,0.31,14.03,19,44.0,2017,47.8,60,2010,7,0,0,0
ChristianMcCaffrey,Panthers,RB,21,16,0.0,0.0,0.0,0.0,0.0,7.31,27.19,0.12,7.06,5.0,40.69,0.31,14.29,15,45.0,2017,22.9,8,2017,0,1,0,0
MikeEvans,Buccaneers,WR,24,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07,4.73,66.73,0.33,13.54,20,46.0,2017,7.9,7,2014,3,0,0,0
KyleRudolph,Vikings,TE,28,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,3.56,33.25,0.5,9.89,6,51.0,2017,83.6,43,2011,6,0,0,0
DelanieWalker,Titans,TE,33,16,0.0,0.0,0.0,0.0,0.0,0.12,-0.12,0.06,6.94,4.62,50.44,0.19,10.91,7,52.0,2017,79.9,175,2006,11,0,0,0
MatthewStafford,Lions,QB,29,16,23.19,35.31,277.88,1.81,0.62,1.81,6.12,0.0,0.0,0.0,0.0,0.0,17.1,7,53.0,2017,116.5,1,2009,8,0,0,0
FrankGore,Colts,RB,34,16,0.0,0.0,0.0,0.0,0.0,16.31,60.06,0.19,2.38,1.81,15.31,0.06,10.85,18,54.0,2017,86.1,65,2005,12,0,0,0
MarshawnLynch,Raiders,RB,31,15,0.0,0.0,0.0,0.0,0.0,13.8,59.4,0.47,2.07,1.33,10.07,0.0,10.95,19,55.0,2017,36.4,12,2007,10,0,0,0
LataviusMurray,Vikings,RB,27,16,0.0,0.0,0.0,0.0,0.0,13.5,52.62,0.5,1.06,0.94,6.44,0.0,9.84,20,56.0,2017,154.4,181,2013,4,0,0,0
PhilipRivers,Chargers,QB,36,16,22.5,35.94,282.19,1.75,0.62,1.12,-0.12,0.0,0.0,0.0,0.0,0.0,16.9,8,57.0,2017,108.7,4,2004,13,0,0,0
DukeJohnson,Browns,RB,24,16,0.0,0.0,0.0,0.0,0.0,5.12,21.75,0.25,5.81,4.62,43.31,0.19,13.51,21,58.0,2017,94.2,77,2015,2,0,0,1
TevinColeman,Falcons,RB,24,15,0.0,0.0,0.0,0.0,0.0,10.4,41.87,0.33,2.6,1.8,19.93,0.2,11.18,22,59.0,2017,73.2,73,2015,2,0,0,1
DemaryiusThomas,Broncos,WR,30,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,5.19,59.31,0.31,12.87,23,61.0,2017,34.5,22,2010,7,0,0,0
DrewBrees,Saints,QB,38,16,24.12,33.5,270.88,1.44,0.5,2.06,0.75,0.12,0.0,0.0,0.0,0.0,16.41,9,63.0,2017,41.7,32,2001,16,0,0,0
DezBryant,Cowboys,WR,29,16,0.0,0.0,0.0,0.0,0.0,0.06,-0.25,0.0,8.25,4.31,52.38,0.38,11.65,25,65.0,2017,20.5,24,2010,7,0,0,0
BenRoethlisberger,Steelers,QB,35,15,24.0,37.4,283.4,1.87,0.93,1.87,3.13,0.0,0.0,0.0,0.0,0.0,17.38,10,67.0,2017,101.0,11,2004,13,0,0,0
DakPrescott,Cowboys,QB,24,16,19.25,30.62,207.75,1.38,0.81,3.56,22.31,0.38,0.0,0.0,0.0,0.0,16.29,11,68.0,2017,112.8,135,2016,1,0,1,0
DeMarcoMurray,Titans,RB,29,15,0.0,0.0,0.0,0.0,0.0,12.27,43.93,0.4,3.13,2.6,17.73,0.07,11.43,23,69.0,2017,15.2,71,2011,6,0,0,0
CooperKupp,Rams,WR,24,15,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,6.27,4.13,57.93,0.33,11.79,27,70.0,2017,121.3,69,2017,0,1,0,0
MichaelCrabtree,Raiders,WR,30,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21,4.14,44.14,0.57,12.27,28,71.0,2017,43.7,10,2009,8,0,0,0
JasonWitten,Cowboys,TE,35,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.44,3.94,35.0,0.31,9.19,10,72.0,2017,150.5,69,2003,14,0,0,0
MattRyan,Falcons,QB,32,16,21.38,33.06,255.94,1.25,0.75,2.0,8.94,0.0,0.0,0.0,0.0,0.0,14.26,15,,2017,56.4,3,2008,9,0,0,0
TyrodTaylor,Bills,QB,28,15,17.53,28.0,186.6,0.93,0.27,5.6,28.47,0.27,0.0,0.0,0.0,0.0,14.85,16,,2017,162.4,180,2011,6,0,0,0
AndyDalton,Bengals,QB,30,16,18.56,31.0,207.5,1.56,0.75,2.38,6.19,0.0,0.0,0.0,0.0,0.0,13.17,17,,2017,126.5,35,2011,6,0,0,0
MarcusMariota,Titans,QB,24,15,18.73,30.2,215.47,0.87,1.0,4.0,20.8,0.33,0.0,0.0,0.0,0.0,14.03,18,,2017,76.8,2,2015,2,0,0,1
DerekCarr,Raiders,QB,26,15,21.53,34.33,233.07,1.47,0.87,1.53,4.4,0.0,0.0,0.0,0.0,0.0,13.76,19,,2017,74.2,36,2014,3,0,0,0
JameisWinston,Buccaneers,QB,23,13,21.69,34.0,269.54,1.46,0.85,2.54,10.38,0.08,0.0,0.0,0.0,0.0,15.52,22,,2017,82.4,1,2015,2,0,0,1
EliManning,Giants,QB,36,15,23.47,38.07,231.2,1.27,0.87,0.8,1.73,0.07,0.0,0.0,0.0,0.0,12.49,23,,2017,137.1,1,2004,13,0,0,0
JayCutler,Dolphins,QB,34,14,19.0,30.64,190.43,1.36,1.0,1.36,2.29,0.0,0.0,0.0,0.0,0.0,11.27,27,,2017,155.9,11,2006,11,0,0,0
AaronRodgers,Packers,QB,34,7,22.0,34.0,239.29,2.29,0.86,3.43,18.0,0.0,0.0,0.0,0.0,0.0,18.51,29,,2017,23.4,24,2005,12,0,0,0
BilalPowell,Jets,RB,29,15,0.0,0.0,0.0,0.0,0.0,11.87,51.47,0.33,2.2,1.53,11.33,0.0,9.68,26,,2017,48.6,126,2011,6,0,0,0
JamaalWilliams,Packers,RB,22,16,0.0,0.0,0.0,0.0,0.0,9.56,34.75,0.25,2.12,1.56,16.38,0.12,8.93,29,,2017,114.3,134,2017,0,1,0,0
JayAjayi,2TM,RB,24,14,0.0,0.0,0.0,0.0,0.0,14.86,62.36,0.07,2.43,1.71,11.29,0.07,9.65,33,,2017,13.8,149,2015,2,0,0,1
JoeMixon,Bengals,RB,21,14,0.0,0.0,0.0,0.0,0.0,12.71,44.71,0.29,2.43,2.14,20.5,0.0,10.09,32,,2017,42.5,48,2017,0,1,0,0
AmariCooper,Raiders,WR,23,14,0.0,0.0,0.0,0.0,0.0,0.07,0.29,0.0,6.86,3.43,48.57,0.5,11.31,31,,2017,21.3,4,2015,2,0,0,1
GiovaniBernard,Bengals,RB,26,16,0.0,0.0,0.0,0.0,0.0,6.56,28.62,0.12,3.75,2.69,24.31,0.12,9.48,36,,2017,159.6,37,2013,4,0,0,0
JonathanStewart,Panthers,RB,30,15,0.0,0.0,0.0,0.0,0.0,13.2,45.33,0.4,1.0,0.53,3.47,0.07,7.81,35,,2017,101.4,13,2008,9,0,0,0
MohamedSanu,Falcons,WR,28,15,0.07,0.07,3.4,0.07,0.0,0.27,0.67,0.0,6.4,4.47,46.87,0.33,11.62,32,,2017,162.9,83,2012,5,0,0,0
SammyWatkins,Rams,WR,24,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,2.6,39.53,0.53,9.75,33,,2017,70.0,4,2014,3,0,0,0
RishardMatthews,Titans,WR,28,14,0.0,0.0,0.0,0.0,0.0,0.07,-0.21,0.0,6.21,3.79,56.79,0.29,11.16,37,,2017,116.0,227,2012,5,0,0,0
CarsonPalmer,Cardinals,QB,38,7,23.43,38.14,282.57,1.29,1.0,2.0,1.71,0.0,0.0,0.0,0.0,0.0,14.61,32,,2017,142.3,1,2003,14,0,0,0
TheoRiddick,Lions,RB,26,16,0.0,0.0,0.0,0.0,0.0,5.25,17.88,0.19,4.44,3.31,27.75,0.12,9.62,37,,2017,83.0,199,2013,4,0,0,0
RexBurkhead,Patriots,RB,27,10,0.0,0.0,0.0,0.0,0.0,6.4,26.4,0.5,3.6,3.0,25.4,0.3,12.98,38,,2017,113.4,190,2013,4,0,0,0
AmeerAbdullah,Lions,RB,24,14,0.0,0.0,0.0,0.0,0.0,11.79,39.43,0.29,2.5,1.79,11.57,0.07,8.89,40,,2017,53.0,54,2015,2,0,0,1
MikeWallace,Ravens,WR,31,15,0.0,0.0,0.0,0.0,0.0,0.07,0.27,0.0,6.13,3.47,49.87,0.27,10.08,38,,2017,125.9,84,2009,8,0,0,0
JamisonCrowder,WFT,WR,24,15,0.0,0.0,0.0,0.0,0.0,0.47,2.27,0.0,6.87,4.4,52.6,0.2,10.69,41,,2017,61.2,105,2015,2,0,0,1
RandallCobb,Packers,WR,27,15,0.07,0.07,0.67,0.0,0.0,0.6,1.13,0.0,6.13,4.4,43.53,0.27,10.63,42,,2017,92.2,64,2011,6,0,0,0
DeSeanJackson,Buccaneers,WR,31,14,0.0,0.0,0.0,0.0,0.0,0.21,2.71,0.0,6.43,3.57,47.71,0.21,9.9,45,,2017,90.4,49,2008,9,0,0,0
KelvinBenjamin,2TM,WR,26,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57,3.43,49.43,0.21,9.66,46,,2017,38.6,28,2014,3,0,0,0
SamajePerine,WFT,RB,22,16,0.0,0.0,0.0,0.0,0.0,10.94,37.69,0.06,1.5,1.38,11.38,0.06,6.78,42,,2017,126.8,114,2017,0,1,0,0
SterlingShepard,Giants,WR,24,11,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.0,7.64,5.36,66.45,0.18,13.14,47,,2017,152.3,40,2016,1,0,1,0
JordyNelson,Packers,WR,32,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87,3.53,32.13,0.4,9.15,50,,2017,11.4,36,2008,9,0,0,0
MartavisBryant,Steelers,WR,26,15,0.0,0.0,0.0,0.0,0.0,0.4,1.47,0.0,5.6,3.33,40.2,0.2,8.83,51,,2017,40.9,118,2014,3,0,0,0
MattForte,Jets,RB,32,12,0.0,0.0,0.0,0.0,0.0,8.58,31.75,0.17,3.75,3.08,24.42,0.08,10.03,43,,2017,132.6,44,2008,9,0,0,0
HunterHenry,Chargers,TE,23,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,3.21,41.36,0.29,9.06,12,,2017,106.1,35,2016,1,0,1,0
MarlonMack,Colts,RB,21,14,0.0,0.0,0.0,0.0,0.0,6.64,25.57,0.21,2.36,1.5,16.07,0.07,7.38,46,,2017,141.3,143,2017,0,1,0,0
EricEbron,Lions,TE,24,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.38,3.31,35.88,0.25,8.28,13,,2017,124.0,10,2014,3,0,0,0
TylerLockett,Seahawks,WR,25,16,0.0,0.0,0.0,0.0,0.0,0.62,3.62,0.0,4.44,2.81,34.69,0.12,7.77,53,,2017,156.1,69,2015,2,0,0,1
JamesWhite,Patriots,RB,25,14,0.0,0.0,0.0,0.0,0.0,3.07,12.21,0.0,5.14,4.0,30.64,0.21,9.57,48,,2017,102.7,130,2014,3,0,0,0
DeVanteParker,Dolphins,WR,24,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38,4.38,51.54,0.08,10.0,57,,2017,51.9,14,2015,2,0,0,1
AustinHooper,Falcons,TE,23,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06,3.06,32.88,0.19,7.48,18,,2017,146.6,81,2016,1,0,1,0
TyMontgomery,Packers,RB,24,8,0.0,0.0,0.0,0.0,0.0,8.88,34.12,0.38,3.88,2.88,21.62,0.12,11.45,53,,2017,32.6,94,2015,2,0,0,1
MikeGillislee,Patriots,RB,27,9,0.0,0.0,0.0,0.0,0.0,11.56,42.56,0.56,0.11,0.11,1.67,0.0,7.64,55,,2017,65.3,164,2013,4,0,0,0
AdrianPeterson,2TM,RB,32,10,0.0,0.0,0.0,0.0,0.0,15.6,52.9,0.2,1.9,1.1,7.0,0.0,7.89,54,,2017,69.9,199,2002,15,0,0,0
AdrianPeterson,2TM,RB,32,10,0.0,0.0,0.0,0.0,0.0,15.6,52.9,0.2,1.9,1.1,7.0,0.0,7.89,54,,2017,69.9,7,2007,10,0,0,0
EmmanuelSanders,Broncos,WR,30,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.67,3.92,46.25,0.17,9.54,61,,2017,73.9,82,2010,7,0,0,0
KennyGolladay,Lions,WR,24,11,0.0,0.0,0.0,0.0,0.0,0.09,0.82,0.0,4.36,2.55,43.36,0.27,8.6,64,,2017,151.6,96,2017,0,1,0,0
DougMartin,Buccaneers,RB,28,11,0.0,0.0,0.0,0.0,0.0,12.55,36.91,0.27,1.64,0.82,7.64,0.0,6.91,56,,2017,49.0,31,2012,5,0,0,0
KendallWright,Bears,WR,28,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69,3.69,38.38,0.06,7.9,62,,2017,148.4,20,2012,5,0,0,0
EricDecker,Titans,WR,30,16,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,5.19,3.38,35.19,0.06,7.27,67,,2017,88.7,87,2010,7,0,0,0
JeremyMaclin,Ravens,WR,29,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.33,36.67,0.25,8.5,68,,2017,83.4,19,2009,8,0,0,0
DalvinCook,Vikings,RB,22,4,0.0,0.0,0.0,0.0,0.0,18.5,88.5,0.5,4.0,2.75,22.5,0.0,16.35,64,,2017,27.5,41,2017,0,1,0,0
DonteMoncrief,Colts,WR,24,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,2.17,32.58,0.17,6.42,78,,2017,105.7,90,2014,3,0,0,0
DeAndreWashington,Raiders,RB,24,15,0.0,0.0,0.0,0.0,0.0,3.8,10.2,0.13,3.0,2.27,13.13,0.07,5.67,66,,2017,155.2,143,2016,1,0,1,0
PierreGarcon,49ers,WR,31,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.38,5.0,62.5,0.0,11.25,80,,2017,66.4,205,2008,9,0,0,0
JohnBrown,Cardinals,WR,27,10,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,5.5,2.1,29.9,0.3,6.99,83,,2017,108.6,91,2014,3,0,0,0
JamaalCharles,Broncos,RB,31,14,0.0,0.0,0.0,0.0,0.0,4.93,21.14,0.07,2.0,1.64,9.21,0.0,4.82,69,,2017,123.3,73,2008,9,0,0,0
ZayJones,Bills,WR,22,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,1.8,21.07,0.13,4.71,90,,2017,122.0,37,2017,0,1,0,0
CoreyColeman,Browns,WR,23,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.44,2.56,33.89,0.22,7.28,92,,2017,96.4,15,2016,1,0,1,0
CobyFleener,Saints,TE,29,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,2.0,26.82,0.18,5.77,32,,2017,152.3,34,2012,5,0,0,0
KennyBritt,2TM,WR,29,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58,1.67,21.33,0.17,4.8,99,,2017,136.2,30,2009,8,0,0,0
JacquizzRodgers,Buccaneers,RB,27,16,0.0,0.0,0.0,0.0,0.0,4.0,15.25,0.06,0.69,0.56,4.62,0.0,2.92,76,,2017,95.9,145,2011,6,0,0,0
CoreyDavis,Titans,WR,22,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91,3.09,34.09,0.0,6.32,102,,2017,110.9,5,2017,0,1,0,0
WendellSmallwood,Eagles,RB,23,8,0.0,0.0,0.0,0.0,0.0,5.88,21.75,0.12,2.25,1.62,12.88,0.0,5.84,83,,2017,146.1,153,2016,1,0,1,0
ChrisCarson,Seahawks,RB,23,4,0.0,0.0,0.0,0.0,0.0,12.25,52.0,0.0,2.0,1.75,14.75,0.25,9.93,84,,2017,149.7,249,2017,0,1,0,0
JordanReed,WFT,TE,27,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.83,4.5,35.17,0.33,10.02,42,,2017,54.1,85,2013,4,0,0,0
JordanMatthews,Bills,WR,25,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,2.5,28.2,0.1,5.72,107,,2017,117.5,42,2014,3,0,0,0
TerrellePryor,WFT,QB,28,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,2.22,26.67,0.11,5.56,46,,2017,30.2,1,2011,6,0,0,0
MartellusBennett,2TM,TE,30,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89,3.33,31.78,0.0,6.51,43,,2017,87.6,61,2008,9,0,0,0
TerranceWest,Ravens,RB,26,5,0.0,0.0,0.0,0.0,0.0,7.8,27.6,0.4,0.8,0.4,4.6,0.0,5.62,89,,2017,86.8,94,2014,3,0,0,0
GregOlsen,Panthers,TE,32,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,2.43,27.29,0.14,6.01,49,,2017,51.5,31,2007,10,0,0,0
EddieLacy,Seahawks,RB,27,9,0.0,0.0,0.0,0.0,0.0,7.67,19.89,0.0,0.67,0.67,5.22,0.0,3.18,92,,2017,106.6,61,2013,4,0,0,0
BrandonMarshall,Giants,WR,33,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,3.6,30.8,0.0,6.68,131,,2017,65.2,119,2006,11,0,0,0
BrandonMarshall,Giants,WR,33,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,3.6,30.8,0.0,6.68,131,,2017,65.2,142,2012,5,0,0,0
PaulPerkins,Giants,RB,23,11,0.0,0.0,0.0,0.0,0.0,3.73,8.18,0.0,0.91,0.73,4.18,0.0,1.96,104,,2017,83.4,149,2016,1,0,1,0
